shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,status,shipping_address,city,state,zip
SHP-000985,ORD-001067,DHL,792462021010,2024-12-22,,out_for_delivery,3613 Pine Ave,Charlotte,IN,91263
SHP-000986,ORD-001068,FedEx,LD120980224,2023-07-24,2023-08-03,delivered,4961 Pine Blvd,Los Angeles,AR,12892
SHP-000987,ORD-001069,UPS,9400228227519,2022-02-06,2022-02-11,delivered,4049 Pine Blvd,Dallas,FL,37565
SHP-000988,ORD-001070,Amazon Logistics,LD485564025,2024-12-08,2024-12-22,in_transit,6972 Elm Ave,Phoenix,MI,39066
SHP-000989,ORD-001071,DHL,9400707436655,2022-08-11,2022-08-13,delivered,7261 Maple St,Houston,MS,49024
SHP-000990,ORD-001072,Amazon Logistics,1Z982957934,2022-02-12,2022-02-16,returned,3644 Elm Ave,Denver,MT,99867
SHP-000991,ORD-001073,Amazon Logistics,9400914448460,2023-09-25,2023-09-29,in_transit,3235 Main St,Jacksonville,IA,71145
SHP-000992,ORD-001074,USPS,1Z448297816,2024-08-29,2024-09-03,returned,6799 Cedar St,San Diego,MT,94329
SHP-000993,ORD-001075,UPS,1Z606090860,2024-12-30,2025-01-01,out_for_delivery,4189 Cedar Blvd,Houston,CA,35592
SHP-000994,ORD-001076,USPS,9400561253128,2022-10-12,2022-10-14,in_transit,9483 Oak Ln,New York,NE,61544
SHP-000995,ORD-001077,Amazon Logistics,1Z900304966,2025-01-29,2025-02-12,delivered,2305 Elm Dr,San Jose,MD,81482
SHP-000996,ORD-001078,DHL,792385817404,2022-01-28,2022-02-04,delivered,3365 Main Dr,Los Angeles,ID,99030
SHP-000997,ORD-001079,FedEx,LD908052257,2023-05-05,2023-05-15,in_transit,7440 Pine Ave,San Diego,NH,17659
SHP-000998,ORD-001080,UPS,,2025-01-16,2025-01-17,delivered,975 Main St,Chicago,AL,32377
SHP-000999,ORD-001081,UPS,1Z352584211,2025-04-11,2025-04-15,delivered,3805 Main Dr,Indianapolis,MO,64808
SHP-001000,ORD-001082,USPS,,2025-02-15,2025-02-19,delivered,4855 Pine Ln,San Antonio,MS,76009
SHP-001001,ORD-001083,Amazon Logistics,,2023-04-30,2023-05-02,delivered,4778 Maple Ln,San Antonio,AK,60428
SHP-001002,ORD-001084,USPS,9400839400070,2024-07-11,2024-07-23,delivered,7192 Elm St,Indianapolis,NE,70040
SHP-001003,ORD-001085,FedEx,1Z192293014,2024-06-08,2024-06-11,returned,3708 Cedar Blvd,Seattle,IN,93578
SHP-001004,ORD-001086,DHL,LD916071968,2025-01-01,2025-01-03,delivered,4441 Elm Ave,Austin,NV,27556
SHP-001005,ORD-001087,UPS,9400828338191,2022-08-12,2022-08-23,delivered,4151 Elm Ln,Houston,LA,79525
SHP-001006,ORD-001088,USPS,792634632159,2024-12-28,2025-01-09,returned,7730 Cedar Blvd,Dallas,AK,54372
SHP-001007,ORD-001089,USPS,LD318568867,2023-06-22,2023-07-03,delivered,6121 Oak Ave,San Diego,CO,67446
SHP-001008,ORD-001090,FedEx,9400405294466,2025-04-08,,delivered,4098 Oak St,Columbus,ME,16686
SHP-001009,ORD-001091,DHL,1Z664096658,2025-04-08,2025-04-17,returned,5660 Main Ln,New York,MT,34935
SHP-001010,ORD-001092,Amazon Logistics,9400112195556,2023-05-09,2023-05-11,out_for_delivery,4934 Main Ln,Jacksonville,NE,42869
SHP-001011,ORD-001093,Amazon Logistics,LD248283877,2025-01-07,2025-01-20,out_for_delivery,2863 Pine Dr,Charlotte,CO,61746
SHP-001012,ORD-001094,FedEx,,2023-02-28,2023-03-10,out_for_delivery,8851 Oak Dr,Denver,HI,60421
SHP-001013,ORD-001095,DHL,792422683712,2025-01-26,,returned,8428 Cedar Blvd,Columbus,ID,90935
SHP-001014,ORD-001096,USPS,9400356483204,2022-01-26,2022-01-27,returned,4334 Oak Ln,Washington,NJ,97564
SHP-001015,ORD-001097,UPS,1Z388271095,2023-01-29,2023-02-02,in_transit,8137 Pine Blvd,Jacksonville,AK,67571
SHP-001016,ORD-001098,FedEx,,2023-12-30,2024-01-06,in_transit,7664 Pine Blvd,Indianapolis,AR,99259
SHP-001017,ORD-001099,UPS,9400398370407,2022-11-02,2022-11-15,out_for_delivery,2143 Main Ln,Seattle,CO,59747
SHP-001018,ORD-001100,UPS,1Z944504260,2023-08-17,2023-08-30,delivered,5005 Pine Dr,Austin,KS,37451
SHP-001019,ORD-001101,FedEx,792158829893,2022-04-06,2022-04-17,returned,2306 Pine St,Austin,AR,44715
SHP-001020,ORD-001102,DHL,1Z559270966,2024-11-23,2024-12-05,returned,1723 Oak Ave,San Jose,MD,99576
SHP-001021,ORD-001103,Amazon Logistics,,2023-07-07,2023-07-14,returned,452 Oak Blvd,Philadelphia,MI,45898
SHP-001022,ORD-001104,Amazon Logistics,792576106892,2024-02-11,2024-02-21,returned,5392 Main Dr,San Antonio,AR,98707
SHP-001023,ORD-001105,DHL,792865971279,2025-02-20,2025-03-01,returned,4096 Oak St,Denver,NJ,20607
SHP-001024,ORD-001106,FedEx,LD522642392,2022-04-11,2022-04-16,delivered,9959 Oak Blvd,Los Angeles,IL,51268
SHP-001025,ORD-001107,USPS,9400137954321,2023-06-17,2023-06-20,delivered,4059 Oak Ave,Seattle,AL,36131
SHP-001026,ORD-001108,FedEx,9400467539586,2023-01-25,2023-01-28,returned,6883 Pine Ave,Washington,ME,86780
SHP-001027,ORD-001109,Amazon Logistics,LD537800981,2024-04-03,2024-04-12,returned,2703 Maple Ave,Dallas,ID,77937
SHP-001028,ORD-001110,USPS,792894079160,2023-05-17,2023-05-31,out_for_delivery,4647 Main Ln,San Francisco,GA,40370
SHP-001029,ORD-001111,USPS,9400962349991,2023-06-03,2023-06-05,out_for_delivery,8555 Cedar Blvd,Fort Worth,MO,74797
SHP-001030,ORD-001113,UPS,LD851554639,2023-01-23,,returned,385 Maple Ln,Columbus,NV,65869
SHP-001031,ORD-001114,USPS,792100504533,2023-08-20,2023-09-01,delivered,7442 Pine Ave,Indianapolis,NJ,84235
SHP-001032,ORD-001115,USPS,LD730773804,2024-10-26,2024-11-06,delivered,2688 Main Dr,San Jose,CA,86611
SHP-001033,ORD-001116,FedEx,9400900233226,2023-11-30,2023-12-13,in_transit,6921 Maple Dr,Indianapolis,MT,16021
SHP-001034,ORD-001118,USPS,1Z631051613,2022-08-02,2022-08-07,in_transit,3818 Cedar Blvd,Austin,CA,50308
SHP-001035,ORD-001119,UPS,1Z396413159,2023-02-14,,returned,1203 Pine Dr,Los Angeles,NH,50973
SHP-001036,ORD-001120,UPS,LD231409010,2023-04-13,2023-04-15,delivered,6373 Maple Ave,New York,AZ,80204
SHP-001037,ORD-001121,USPS,792225641555,2023-11-06,2023-11-08,in_transit,7815 Oak Dr,Phoenix,IN,56513
SHP-001038,ORD-001122,USPS,792155845090,2023-01-19,2023-01-26,delivered,2514 Oak St,Dallas,CO,30075
SHP-001039,ORD-001123,FedEx,1Z388711158,2024-12-10,2024-12-16,delivered,9757 Main Blvd,Dallas,IA,78327
SHP-001040,ORD-001124,Amazon Logistics,,2022-09-06,2022-09-10,in_transit,4669 Main St,San Diego,DE,26980
SHP-001041,ORD-001125,FedEx,1Z108003080,2022-05-04,2022-05-08,delivered,7098 Main Ln,San Jose,KY,33853
SHP-001042,ORD-001126,Amazon Logistics,792549900150,2024-03-25,2024-03-27,delivered,5952 Oak Blvd,Philadelphia,IN,30318
SHP-001043,ORD-001127,DHL,1Z898334060,2022-11-22,2022-12-06,delivered,5142 Pine Ave,Seattle,MN,30235
SHP-001044,ORD-001128,DHL,9400179863040,2023-11-26,2023-12-01,delivered,1731 Main Ave,Fort Worth,ME,40700
SHP-001045,ORD-001130,UPS,LD307126406,2022-04-06,2022-04-11,out_for_delivery,1643 Main Blvd,San Diego,GA,34575
SHP-001046,ORD-001132,UPS,LD947431381,2022-02-26,,returned,7773 Cedar Ave,San Jose,NV,65240
SHP-001047,ORD-001133,FedEx,792755314281,2023-06-10,2023-06-12,delivered,444 Oak Ave,Washington,MS,79715
SHP-001048,ORD-001134,Amazon Logistics,LD467186748,2024-09-22,2024-10-05,delivered,9053 Main Ave,San Diego,KY,33619
SHP-001049,ORD-001135,FedEx,9400867794733,2023-09-17,2023-09-28,delivered,3042 Elm Ln,Chicago,ME,78073
SHP-001050,ORD-001136,UPS,LD365719128,2025-02-03,2025-02-10,delivered,6831 Oak Dr,Chicago,CO,24465
SHP-001051,ORD-001137,UPS,1Z627944733,2022-09-14,2022-09-21,in_transit,4936 Maple Ave,San Jose,FL,71494
SHP-001052,ORD-001139,Amazon Logistics,792772870796,2022-12-10,,returned,2409 Cedar Dr,San Diego,NV,60136
SHP-001053,ORD-001140,DHL,9400113950153,2024-12-07,2024-12-19,delivered,7512 Pine Ln,Seattle,ID,82954
SHP-001054,ORD-001141,UPS,792251122797,2023-08-28,2023-08-31,delivered,4951 Pine St,Chicago,AZ,42753
SHP-001055,ORD-001142,FedEx,1Z287195983,2023-04-04,2023-04-08,delivered,5792 Main Ave,San Jose,KY,97569
SHP-001056,ORD-001144,Amazon Logistics,1Z287563824,2023-09-29,2023-10-13,returned,3857 Maple Dr,Charlotte,IN,75206
SHP-001057,ORD-001145,DHL,792290289988,2024-12-02,,out_for_delivery,1092 Oak Ln,Phoenix,KY,73116
SHP-001058,ORD-001146,FedEx,9400887629124,2022-08-31,,delivered,4166 Cedar Ave,San Diego,MO,20424
SHP-001059,ORD-001147,DHL,1Z331508403,2024-01-07,2024-01-09,out_for_delivery,5960 Oak Ave,New York,KY,78043
SHP-001060,ORD-001148,FedEx,792630019167,2023-12-12,,in_transit,178 Elm St,New York,IL,82272
SHP-001061,ORD-001149,UPS,LD454274330,2022-10-30,2022-11-11,delivered,100 Maple Ln,Los Angeles,IN,43833
SHP-001062,ORD-001150,DHL,LD454821628,2024-03-28,2024-04-01,delivered,1053 Elm Ave,Chicago,MD,44991
SHP-001063,ORD-001151,DHL,792748018618,2022-12-04,2022-12-14,delivered,9779 Oak Dr,San Francisco,MS,28442
SHP-001064,ORD-001152,UPS,9400211025984,2024-03-11,2024-03-22,delivered,1268 Maple Ave,New York,NH,96426
SHP-001065,ORD-001153,FedEx,LD859284332,2023-11-22,2023-11-25,in_transit,4667 Elm Ave,Seattle,MI,66076
SHP-001066,ORD-001154,UPS,,2023-07-27,,in_transit,3895 Cedar Blvd,Denver,AR,24081
SHP-001067,ORD-001155,Amazon Logistics,1Z667130131,2024-12-09,2024-12-19,delivered,3536 Oak Dr,Denver,CT,15895
SHP-001068,ORD-001156,UPS,,2023-08-01,2023-08-10,delivered,3260 Oak Blvd,Fort Worth,MI,72242
SHP-001069,ORD-001157,FedEx,9400768158616,2024-07-10,2024-07-13,out_for_delivery,9576 Oak Blvd,Los Angeles,NJ,84754
SHP-001070,ORD-001158,USPS,LD116691558,2022-07-09,2022-07-11,delivered,5777 Oak St,Washington,ME,62609
SHP-001071,ORD-001159,UPS,,2023-06-27,2023-07-02,delivered,762 Elm Dr,Indianapolis,IL,88861
SHP-001072,ORD-001160,USPS,1Z839023828,2023-04-26,2023-05-02,in_transit,3409 Elm Ln,New York,AL,71860
SHP-001073,ORD-001161,USPS,9400555975150,2024-04-04,2024-04-05,in_transit,5031 Cedar Ave,Charlotte,HI,79067
SHP-001074,ORD-001162,DHL,LD548868729,2022-06-12,,in_transit,1354 Cedar Dr,San Francisco,ME,44405
SHP-001075,ORD-001163,UPS,1Z418922975,2023-10-17,2023-10-23,delivered,7054 Maple Dr,Seattle,MS,27825
SHP-001076,ORD-001164,USPS,792532084808,2022-06-03,2022-06-10,out_for_delivery,7708 Cedar Dr,San Antonio,IL,67605
SHP-001077,ORD-001165,UPS,9400796340586,2022-12-13,2022-12-21,delivered,4307 Maple Blvd,San Antonio,NE,71537
SHP-001078,ORD-001167,DHL,792946849566,2024-03-30,,delivered,2923 Cedar Ave,San Antonio,KS,58094
SHP-001079,ORD-001168,DHL,792663966257,2022-06-05,2022-06-13,delivered,7199 Elm Blvd,Washington,AZ,40459
SHP-001080,ORD-001169,UPS,LD862524916,2024-05-11,2024-05-12,delivered,6175 Cedar Dr,Fort Worth,MO,69995
SHP-001081,ORD-001170,USPS,9400773096637,2023-04-24,2023-04-25,delivered,9009 Oak St,Denver,KY,36658
SHP-001082,ORD-001171,UPS,1Z565646986,2023-11-30,2023-12-07,returned,8283 Pine Ln,San Francisco,MD,76858
SHP-001083,ORD-001172,UPS,9400580345282,2022-05-11,2022-05-23,returned,6579 Maple St,Houston,KY,32558
SHP-001084,ORD-001173,USPS,LD644457742,2024-02-11,,delivered,8427 Maple Ave,Jacksonville,NE,51391
SHP-001085,ORD-001174,DHL,1Z779898920,2022-06-28,2022-07-03,delivered,643 Main Blvd,Dallas,NE,11605
SHP-001086,ORD-001175,UPS,792482368958,2022-11-06,2022-11-12,delivered,7573 Maple Blvd,San Francisco,MT,21104
SHP-001087,ORD-001177,DHL,,2022-02-07,2022-02-11,out_for_delivery,6328 Pine St,Charlotte,NE,81616
SHP-001088,ORD-001178,FedEx,792408124213,2025-01-18,2025-01-24,in_transit,7920 Oak Blvd,San Diego,CT,54732
SHP-001089,ORD-001179,Amazon Logistics,792907734380,2023-11-26,,out_for_delivery,512 Maple Ave,Seattle,KS,84297
SHP-001090,ORD-001180,UPS,LD362604104,2025-01-27,2025-02-02,out_for_delivery,9071 Oak Ln,San Jose,CA,85253
SHP-001091,ORD-001181,DHL,,2024-04-07,2024-04-17,delivered,3696 Oak Blvd,Washington,KS,98163
SHP-001092,ORD-001182,Amazon Logistics,792294694743,2022-06-14,2022-06-17,delivered,7703 Main Ln,Dallas,NE,90163
SHP-001093,ORD-001183,USPS,9400456789580,2025-03-26,2025-03-29,delivered,4295 Pine Ln,Fort Worth,GA,83476
SHP-001094,ORD-001184,USPS,9400705953845,2022-03-25,2022-03-31,returned,3146 Pine Ave,Seattle,IL,11377
SHP-001095,ORD-001185,DHL,792422299574,2023-05-04,2023-05-12,delivered,9928 Cedar Ln,Seattle,MD,26303
SHP-001096,ORD-001186,Amazon Logistics,1Z482469889,2025-03-15,2025-03-17,delivered,3237 Oak Dr,Denver,KS,44997
SHP-001097,ORD-001187,USPS,792339645374,2023-01-11,,returned,1124 Oak St,New York,MO,86322
SHP-001098,ORD-001188,Amazon Logistics,9400609112035,2023-08-27,2023-09-08,out_for_delivery,7661 Main Ave,Fort Worth,CT,55344
SHP-001099,ORD-001189,USPS,792154666957,2023-02-05,,delivered,9580 Pine Ave,Indianapolis,MS,71513
SHP-001100,ORD-001190,FedEx,LD452173122,2023-11-05,,in_transit,3724 Pine Ave,Columbus,AR,92970
SHP-001101,ORD-001192,DHL,9400969996298,2024-11-02,2024-11-03,returned,484 Maple Ln,Philadelphia,NH,44018
SHP-001102,ORD-001194,Amazon Logistics,1Z911272860,2023-09-21,2023-09-28,delivered,3857 Oak Ln,San Jose,NJ,48545
SHP-001103,ORD-001195,USPS,792196281715,2023-02-16,2023-02-21,in_transit,4465 Main St,Seattle,NH,46144
SHP-001104,ORD-001196,Amazon Logistics,LD360067499,2023-09-24,2023-10-05,delivered,8750 Pine Dr,Austin,CT,30958
SHP-001105,ORD-001197,USPS,,2022-12-23,,in_transit,9056 Main Blvd,Indianapolis,AR,97275
SHP-001106,ORD-001198,FedEx,LD575494229,2023-10-17,2023-10-28,out_for_delivery,953 Oak Blvd,Los Angeles,NE,65208
SHP-001107,ORD-001199,UPS,LD663352381,2023-12-28,2024-01-05,delivered,5571 Maple Blvd,San Jose,MN,43828
SHP-001108,ORD-001200,UPS,1Z322109786,2022-09-30,2022-10-06,delivered,2401 Cedar Ln,Dallas,AZ,30651
SHP-001109,ORD-001201,DHL,792887834245,2022-10-13,2022-10-22,delivered,5215 Pine Blvd,San Francisco,LA,50443
SHP-001110,ORD-001202,USPS,9400197795789,2024-07-14,2024-07-26,in_transit,7851 Pine Ave,Philadelphia,MI,73428
SHP-001111,ORD-001203,Amazon Logistics,,2023-07-28,,delivered,3136 Pine Dr,Chicago,AL,72683
SHP-001112,ORD-001204,FedEx,1Z408317428,2022-09-22,2022-10-02,delivered,8370 Main St,Chicago,LA,68788
SHP-001113,ORD-001205,DHL,1Z766014741,2022-01-18,2022-01-31,delivered,172 Cedar Blvd,New York,AZ,15778
SHP-001114,ORD-001206,DHL,9400752939722,2023-05-02,,in_transit,5813 Main Ln,Indianapolis,MS,17460
SHP-001115,ORD-001207,DHL,792418817402,2024-09-15,2024-09-25,delivered,1873 Pine St,Charlotte,MA,94370
SHP-001116,ORD-001208,UPS,792803261775,2024-12-03,2024-12-13,out_for_delivery,2578 Pine Dr,Fort Worth,ID,44258
SHP-001117,ORD-001209,USPS,9400135148441,2024-06-25,2024-07-07,out_for_delivery,3852 Pine Blvd,Houston,NV,34069
SHP-001118,ORD-001210,Amazon Logistics,792658251326,2022-12-14,2022-12-25,delivered,5104 Elm Dr,Phoenix,MN,99660
SHP-001119,ORD-001211,DHL,9400471120667,2023-01-28,2023-02-03,delivered,8875 Oak Blvd,San Antonio,AL,57121
SHP-001120,ORD-001212,USPS,LD789353301,2022-01-19,2022-02-01,delivered,7439 Oak Ave,San Francisco,KY,60524
SHP-001121,ORD-001213,USPS,,2025-02-08,2025-02-10,out_for_delivery,1635 Elm Ave,San Jose,FL,44630
SHP-001122,ORD-001214,USPS,9400997754079,2023-01-01,2023-01-09,in_transit,3262 Main Blvd,Phoenix,CO,27722
SHP-001123,ORD-001215,UPS,1Z355681158,2023-07-02,2023-07-05,returned,5282 Pine Ln,Philadelphia,IN,95477
SHP-001124,ORD-001216,UPS,9400936431149,2024-07-19,,in_transit,294 Pine Dr,Philadelphia,AK,97539
SHP-001125,ORD-001217,DHL,LD945957283,2022-09-06,2022-09-07,delivered,554 Maple Ln,San Jose,LA,38567
SHP-001126,ORD-001218,UPS,792270491552,2023-03-25,,delivered,1644 Elm Ln,Philadelphia,MS,20567
SHP-001127,ORD-001219,FedEx,9400547184481,2025-03-09,2025-03-16,out_for_delivery,9850 Elm Dr,New York,DE,18535
SHP-001128,ORD-001220,Amazon Logistics,9400781618436,2025-04-15,2025-04-18,out_for_delivery,2236 Elm St,Denver,MO,76675
SHP-001129,ORD-001221,USPS,792356117135,2024-01-18,,delivered,9570 Main Ave,San Jose,FL,11739
SHP-001130,ORD-001222,DHL,,2022-09-11,2022-09-21,out_for_delivery,9193 Pine Dr,Indianapolis,IN,42701
SHP-001131,ORD-001223,FedEx,1Z823691698,2022-02-13,2022-02-18,delivered,7347 Elm St,Philadelphia,GA,68724
SHP-001132,ORD-001224,DHL,,2025-04-11,2025-04-20,out_for_delivery,1720 Elm Ln,Los Angeles,MN,94211
SHP-001133,ORD-001225,UPS,792503212212,2024-08-21,2024-08-28,in_transit,7832 Oak Dr,Philadelphia,CA,88548
SHP-001134,ORD-001226,FedEx,LD657361157,2025-02-19,2025-02-26,returned,8362 Elm St,Fort Worth,IA,29978
SHP-001135,ORD-001227,USPS,,2024-01-18,2024-01-28,delivered,3317 Maple Ave,Charlotte,GA,35024
SHP-001136,ORD-001228,UPS,9400101231093,2025-02-14,2025-02-24,returned,1724 Main Ln,Charlotte,KY,67628
SHP-001137,ORD-001229,FedEx,792502487684,2024-02-03,2024-02-08,in_transit,6565 Oak Ave,San Antonio,LA,74449
SHP-001138,ORD-001230,Amazon Logistics,1Z797936686,2023-07-27,2023-08-03,delivered,603 Oak St,Jacksonville,KY,50517
SHP-001139,ORD-001231,DHL,,2022-12-02,2022-12-08,delivered,9884 Oak Ln,San Diego,AR,19486
SHP-001140,ORD-001232,UPS,1Z911311448,2025-04-19,2025-04-29,delivered,9774 Cedar St,Charlotte,CO,78794
SHP-001141,ORD-001233,FedEx,LD660847900,2024-11-16,2024-11-27,delivered,1271 Main Ln,Indianapolis,KS,28263
SHP-001142,ORD-001234,DHL,,2024-10-25,,returned,6588 Maple Dr,Columbus,IA,84324
SHP-001143,ORD-001235,USPS,LD605623448,2022-11-24,2022-12-05,out_for_delivery,9904 Cedar Ln,Phoenix,MI,30593
SHP-001144,ORD-001236,USPS,1Z663206885,2022-07-07,2022-07-15,in_transit,8924 Pine Blvd,San Jose,KY,62132
SHP-001145,ORD-001237,Amazon Logistics,1Z653214570,2022-03-11,,returned,9089 Maple Ave,Fort Worth,NE,88909
SHP-001146,ORD-001238,UPS,9400436599200,2025-03-19,2025-03-24,delivered,920 Cedar St,San Francisco,CT,97889
SHP-001147,ORD-001239,DHL,LD720457778,2023-09-14,2023-09-22,delivered,9372 Maple Dr,San Francisco,DE,40963
SHP-001148,ORD-001240,Amazon Logistics,792343645267,2025-02-18,2025-03-01,returned,6382 Main St,Denver,AZ,92056
SHP-001149,ORD-001242,FedEx,9400909783930,2022-05-20,2022-05-31,returned,8371 Maple Ln,Denver,MS,40237
SHP-001150,ORD-001243,Amazon Logistics,LD391792863,2022-07-20,2022-07-31,delivered,3140 Pine Dr,San Francisco,MS,93123
SHP-001151,ORD-001245,FedEx,792731278078,2022-06-04,2022-06-16,out_for_delivery,8505 Elm Ave,Los Angeles,CO,74591
SHP-001152,ORD-001246,UPS,LD216947880,2022-12-03,,delivered,808 Oak St,Columbus,IA,13404
SHP-001153,ORD-001247,USPS,1Z611317202,2022-06-29,2022-07-06,in_transit,7612 Main Ln,Seattle,HI,80837
SHP-001154,ORD-001248,DHL,1Z502117030,2024-12-28,2025-01-11,returned,4297 Elm Blvd,Los Angeles,HI,91828
SHP-001155,ORD-001249,USPS,,2023-08-11,2023-08-17,delivered,8183 Cedar Blvd,Washington,IL,98172
SHP-001156,ORD-001250,DHL,9400882393971,2024-07-18,2024-07-28,in_transit,2847 Cedar Dr,San Francisco,NV,93577
SHP-001157,ORD-001251,DHL,792928445164,2024-05-25,2024-06-08,delivered,8240 Main Ln,Denver,FL,10839
SHP-001158,ORD-001252,DHL,LD594511683,2022-01-09,2022-01-16,out_for_delivery,6880 Main Blvd,Chicago,DE,38178
SHP-001159,ORD-001253,FedEx,LD502397930,2024-04-27,2024-05-07,delivered,5951 Elm Ave,San Francisco,NH,72541
SHP-001160,ORD-001254,Amazon Logistics,LD397052731,2024-11-26,2024-11-29,delivered,2535 Pine Blvd,San Antonio,ID,40382
SHP-001161,ORD-001255,DHL,,2022-03-07,2022-03-21,in_transit,9970 Main Blvd,Houston,MI,22550
SHP-001162,ORD-001256,DHL,9400202559177,2024-04-18,2024-04-23,returned,8171 Main Blvd,Philadelphia,MA,48297
SHP-001163,ORD-001258,UPS,,2023-02-12,2023-02-22,delivered,142 Main Ave,San Antonio,KY,20899
SHP-001164,ORD-001259,USPS,1Z555933014,2024-06-01,2024-06-11,delivered,4809 Maple Ln,Chicago,AR,68165
SHP-001165,ORD-001260,DHL,9400136481384,2023-02-20,2023-02-22,delivered,8045 Maple Blvd,Denver,MT,63907
SHP-001166,ORD-001261,FedEx,792161409417,2022-06-12,2022-06-15,out_for_delivery,5924 Oak St,Charlotte,MS,77165
SHP-001167,ORD-001262,DHL,9400989024085,2023-06-30,2023-07-03,delivered,8010 Main Blvd,Houston,LA,89882
SHP-001168,ORD-001263,DHL,9400360402595,2022-08-28,2022-09-03,returned,9581 Oak Dr,Philadelphia,ME,13024
SHP-001169,ORD-001264,FedEx,1Z140242468,2023-06-26,2023-06-27,in_transit,5007 Main Ln,Jacksonville,MN,84900
SHP-001170,ORD-001265,UPS,9400272733409,2022-05-16,,delivered,7835 Cedar Dr,San Diego,AL,24678
SHP-001171,ORD-001266,USPS,LD613262040,2024-10-17,2024-10-20,delivered,8824 Maple Ln,Dallas,MS,90900
SHP-001172,ORD-001267,USPS,1Z626086726,2024-06-21,,delivered,4636 Main St,Jacksonville,AK,43262
SHP-001173,ORD-001268,FedEx,1Z107188490,2022-07-27,2022-08-07,delivered,275 Cedar Ave,New York,IN,76881
SHP-001174,ORD-001269,DHL,LD595443777,2022-12-27,2022-12-28,returned,6438 Oak St,Los Angeles,ME,14292
SHP-001175,ORD-001271,DHL,1Z298217936,2022-04-16,2022-04-20,delivered,6452 Elm Blvd,Denver,NV,19270
SHP-001176,ORD-001272,DHL,792922998781,2022-03-03,2022-03-11,delivered,9303 Oak Ln,Dallas,NH,44476
SHP-001177,ORD-001273,DHL,LD683885946,2025-03-20,2025-03-24,in_transit,3652 Cedar St,Chicago,CO,25597
SHP-001178,ORD-001275,FedEx,792273273414,2023-09-18,2023-10-01,delivered,7724 Maple Blvd,Charlotte,AK,40718
SHP-001179,ORD-001276,UPS,792877312317,2024-06-22,2024-06-27,returned,7051 Maple Ln,Fort Worth,FL,72752
SHP-001180,ORD-001277,Amazon Logistics,9400550346365,2022-04-10,2022-04-24,delivered,1459 Elm St,Philadelphia,FL,66698
SHP-001181,ORD-001278,FedEx,792674495296,2023-09-10,2023-09-17,out_for_delivery,9793 Cedar St,Phoenix,ID,46619
SHP-001182,ORD-001279,UPS,792298292525,2024-05-18,,in_transit,799 Elm Ln,Charlotte,KY,97938
SHP-001183,ORD-001280,UPS,LD388632160,2022-04-15,2022-04-22,returned,6076 Maple Ave,Fort Worth,DE,25364
SHP-001184,ORD-001281,FedEx,9400469182236,2024-05-22,2024-05-25,out_for_delivery,901 Maple Blvd,Austin,CA,66044
SHP-001185,ORD-001282,FedEx,9400745906372,2025-02-07,2025-02-09,delivered,6214 Oak Ln,Los Angeles,IL,12992
SHP-001186,ORD-001283,DHL,9400450423140,2022-04-07,2022-04-17,delivered,7700 Oak Blvd,New York,AK,90873
SHP-001187,ORD-001284,USPS,1Z739594924,2024-06-01,,delivered,8986 Oak St,San Francisco,AZ,35174
SHP-001188,ORD-001285,USPS,792514312090,2025-02-27,2025-03-10,delivered,2466 Oak Dr,Washington,ID,70854
SHP-001189,ORD-001286,FedEx,792709289297,2024-04-15,2024-04-22,out_for_delivery,5274 Maple St,Chicago,NJ,80165
SHP-001190,ORD-001287,UPS,LD318543242,2024-10-27,2024-11-09,in_transit,3606 Pine Ln,Indianapolis,HI,77192
SHP-001191,ORD-001288,FedEx,792162855162,2024-12-19,2024-12-23,in_transit,576 Cedar St,Seattle,CT,59455
SHP-001192,ORD-001289,DHL,9400962718080,2022-06-03,2022-06-16,delivered,4176 Cedar Dr,Philadelphia,IA,74085
SHP-001193,ORD-001290,Amazon Logistics,792685846398,2023-03-18,2023-03-30,delivered,4054 Maple Dr,Philadelphia,IL,21930
SHP-001194,ORD-001291,DHL,LD692423381,2023-10-25,,delivered,6258 Oak Dr,Los Angeles,IA,97425
SHP-001195,ORD-001292,USPS,LD962909007,2023-07-27,,out_for_delivery,2294 Main Ln,Los Angeles,LA,87140
SHP-001196,ORD-001293,UPS,,2022-03-08,2022-03-13,returned,1458 Main Dr,San Antonio,MT,75235
SHP-001197,ORD-001294,UPS,9400721072598,2024-09-19,,out_for_delivery,207 Cedar St,Dallas,IL,23194
SHP-001198,ORD-001295,Amazon Logistics,,2022-01-11,2022-01-22,returned,1079 Elm Ave,Columbus,IL,50870
SHP-001199,ORD-001296,DHL,9400180054339,2024-04-29,2024-05-07,delivered,2223 Oak Ln,Denver,HI,69457
SHP-001200,ORD-001298,DHL,,2022-07-06,2022-07-08,delivered,1657 Main Ln,Houston,DE,52053
SHP-001201,ORD-001299,Amazon Logistics,9400884490203,2023-01-08,2023-01-20,in_transit,3665 Main St,Denver,IL,42925
SHP-001202,ORD-001300,FedEx,9400961237880,2024-08-31,2024-09-14,delivered,2837 Pine Dr,Austin,IL,36586
SHP-001203,ORD-001301,FedEx,,2024-04-25,2024-05-01,delivered,6950 Oak Blvd,Jacksonville,GA,50982
SHP-001204,ORD-001302,USPS,9400747321346,2024-02-20,2024-02-26,in_transit,5497 Cedar Blvd,San Diego,CT,45497
